batter,pitch_type,pitch_name,family,pitches,whiff,slg,xwoba
514888,CU,Curveball,Breaking,97,0.22727272727272727,0.5,0.3272726470588236
514888,FS,Splitter,Offspeed,56,0.34615384615384615,0.25,0.20491666666666664
514888,KC,Knuckle-Curve,Breaking,39,0.1875,0.0,0.05483333333333334
516782,FF,4-Seam FB,Fastball,241,0.24427480916030533,0.26,0.2678040909090909
516782,CH,Changeup,Offspeed,109,0.35,0.4,0.2995357142857143
516782,SI,Sinker,Fastball,93,0.09302325581395349,0.6111111111111112,0.4773915789473685
516782,FC,Cutter,Fastball,62,0.2962962962962963,0.18181818181818182,0.3451
516782,SL,Slider,Breaking,58,0.3235294117647059,0.2631578947368421,0.18810526315789472
516782,ST,Sweeper,Breaking,54,0.35714285714285715,0.35714285714285715,0.2539166666666667
516782,CU,Curveball,Breaking,50,0.3448275862068966,0.2,0.22196205882352943
518595,FF,4-Seam FB,Fastball,112,0.25,0.2692307692307692,0.27708000000000005
518595,SI,Sinker,Fastball,64,0.3,0.18181818181818182,0.3539391666666667
518595,CH,Changeup,Offspeed,47,0.46153846153846156,0.1875,0.1004375
